id,fixed,fixedvalue,variable,aggfunction,aggvalue,pattern,metric
764,{name},'Danai Koutra',{year},sum,pubcount,increasing,1.0
765,{name},'Christian Plagemann',{year},sum,pubcount,increasing,1.0
766,{name},'R. Michael Young',{year},sum,pubcount,increasing,1.0
767,{name},'Eric Sedlar',{year},sum,pubcount,increasing,0.74999999999999989
768,{name},'Li Ding',{year},sum,pubcount,increasing,1.0
769,{name},'Brian Milch',{year},sum,pubcount,decreasing,1.0
770,{name},'Patrik O. Hoyer',{year},sum,pubcount,increasing,1.0
771,{name},'Geoff Holmes',{year},sum,pubcount,decreasing,1.0
772,{name},'Hendrik Blockeel',{year},sum,pubcount,decreasing,1.0
773,{name},'Partha Niyogi',{year},sum,pubcount,increasing,1.0
774,{name},'Geremy Heitz',{year},sum,pubcount,decreasing,1.0
775,{name},'Gerald Tesauro',{year},sum,pubcount,increasing,1.0
776,{name},'Natasha Alechina',{year},sum,pubcount,decreasing,0.75
777,{name},'Woon-Hak Kang',{year},sum,pubcount,decreasing,1.0
778,{name},'Yuchen Zhao',{year},sum,pubcount,increasing,1.0
779,{name},'Jo+\xfao Gama',{year},sum,pubcount,decreasing,0.80000000000000016
780,{name},'Nicole Schweikardt',{year},sum,pubcount,decreasing,0.80000000000000016
781,{name},'Thomas S. Huang',{year},sum,pubcount,increasing,0.79999999999999993
782,{name},'Sebastian Ordyniak',{year},sum,pubcount,increasing,1.0
783,{name},'Vincent Oria',{year},sum,pubcount,increasing,0.74999999999999989
784,{name},'Tat-Seng Chua',{year},sum,pubcount,increasing,0.75
785,{name},'Joydeep Sen Sarma',{year},sum,pubcount,decreasing,0.75
786,{name},'S. Sathiya Keerthi',{year},sum,pubcount,increasing,0.80000000000000004
787,{name},'Chengcui Zhang',{year},sum,pubcount,decreasing,1.0
788,{name},'Jesse Hoey',{year},sum,pubcount,increasing,1.0
789,{name},'Mamoru Hoshi',{year},sum,pubcount,decreasing,0.75
790,{name},'Adam Marcus 0002',{year},sum,pubcount,decreasing,0.89090909090909098
791,{name},'Alexei A. Efros',{year},sum,pubcount,decreasing,1.0
792,{name},'Fang Han',{year},sum,pubcount,increasing,1.0
793,{name},'Alexander Brodsky',{year},sum,pubcount,decreasing,1.0
794,{name},'Alessandro Magnani',{year},sum,pubcount,decreasing,1.0
795,{name},'Douglas Aberdeen',{year},sum,pubcount,increasing,1.0
796,{name},'Wolfgang Gatterbauer',{year},sum,pubcount,decreasing,0.74999999999999989
797,{name},Jun'ichi Tsujii,{year},sum,pubcount,increasing,1.0
798,{name},'Guillermo Ricardo Simari',{year},sum,pubcount,increasing,0.75
799,{name},'Mayur Datar',{year},sum,pubcount,decreasing,1.0
800,{name},'+\xf4scar Mart+\xa1nez Mozos',{year},sum,pubcount,decreasing,1.0
801,{name},'Andrea Montanari',{year},sum,pubcount,decreasing,1.0
802,{name},'Dijun Luo',{year},sum,pubcount,decreasing,1.0
803,{name},'Janusz Marecki',{year},sum,pubcount,decreasing,0.75
804,{name},'Irini Fundulaki',{year},sum,pubcount,decreasing,0.74999999999999989
805,{name},'Steven Whang',{year},sum,pubcount,increasing,1.0
806,{name},'Nicola Leone',{year},sum,pubcount,increasing,0.75000000000000011
807,{name},'Nihal Dindar',{year},sum,pubcount,decreasing,1.0
808,{name},'Wen Jun Yin',{year},sum,pubcount,increasing,1.0
809,{name},'Thomas Schneider 0002',{year},sum,pubcount,decreasing,1.0
810,{name},'Ivan Titov',{year},sum,pubcount,decreasing,1.0
811,{name},'Sourashis Roy',{year},sum,pubcount,increasing,1.0
812,{name},'S. Sundararajan',{year},sum,pubcount,decreasing,1.0
813,{name},'Hai Zhuge',{year},sum,pubcount,increasing,1.0
814,{name},'Jianwen Zhang',{year},sum,pubcount,decreasing,1.0
815,{name},'Nicholas Roy',{year},sum,pubcount,decreasing,0.74999999999999989
816,{name},'Mykola Pechenizkiy',{year},sum,pubcount,decreasing,0.75
817,{name},'Dirk Husmeier',{year},sum,pubcount,decreasing,1.0
818,{name},'Dhruba Borthakur',{year},sum,pubcount,increasing,0.74999999999999989
819,{name},'Albert Xin Jiang',{year},sum,pubcount,decreasing,0.74999999999999989
820,{name},'Hoyoung Jeung',{year},sum,pubcount,increasing,1.0
821,{name},'Wojciech Kotlowski',{year},sum,pubcount,decreasing,0.75
822,{name},'Carmel Domshlak',{year},sum,pubcount,increasing,0.75
823,{name},'Mokhtar Kandil',{year},sum,pubcount,decreasing,1.0
824,{name},'Zhen Liu',{year},sum,pubcount,decreasing,0.75
825,{name},'Naiyan Wang',{year},sum,pubcount,decreasing,1.0
826,{name},'Chin-Yew Lin',{year},sum,pubcount,decreasing,0.74999999999999989
827,{name},'Wei Hong',{year},sum,pubcount,decreasing,0.75000000000000011
828,{name},'Lionel M. Ni',{year},sum,pubcount,increasing,1.0
829,{name},'Irfan A. Essa',{year},sum,pubcount,increasing,1.0
830,{name},'Jayant Kalagnanam',{year},sum,pubcount,decreasing,1.0
831,{name},'Denis Turdakov',{year},sum,pubcount,decreasing,1.0
832,{name},'Il-Yeol Song',{year},sum,pubcount,increasing,0.74999999999999989
833,{name},'Samuel Gershman',{year},sum,pubcount,increasing,0.74999999999999989
834,{name},'Simon Loesing',{year},sum,pubcount,decreasing,1.0
835,{name},'Jaewoo Lee',{year},sum,pubcount,decreasing,1.0
836,{name},'Calton Pu',{year},sum,pubcount,decreasing,0.75
837,{name},'Alessandro Artale',{year},sum,pubcount,increasing,0.74999999999999989
838,{name},'Armando Fox',{year},sum,pubcount,decreasing,0.75
839,{name},'Haichuan Shang',{year},sum,pubcount,decreasing,1.0
840,{name},'Jaety Edwards',{year},sum,pubcount,decreasing,1.0
841,{name},'Gregory Shakhnarovich',{year},sum,pubcount,increasing,1.0
842,{name},'Dong Deng',{year},sum,pubcount,decreasing,1.0
843,{name},'Brian Logan',{year},sum,pubcount,decreasing,0.75
844,{name},'Christoph Quix',{year},sum,pubcount,decreasing,1.0
845,{name},'Abdallah Saffidine',{year},sum,pubcount,increasing,1.0
846,{name},'Peter J. Ramadge',{year},sum,pubcount,increasing,0.74999999999999989
847,{name},'Haiquan Chen',{year},sum,pubcount,decreasing,1.0
848,{name},'Kristoffer Hougaard Madsen',{year},sum,pubcount,increasing,1.0
849,{name},'Constantin F. Aliferis',{year},sum,pubcount,increasing,1.0
850,{name},'Mark Crowley',{year},sum,pubcount,increasing,1.0
851,{name},'Yan Qi 0002',{year},sum,pubcount,increasing,1.0
852,{name},'Mohand-Said Hacid',{year},sum,pubcount,increasing,0.74999999999999989
853,{name},'Yunbo Cao',{year},sum,pubcount,decreasing,0.75
854,{name},'Frederick H. Lochovsky',{year},sum,pubcount,increasing,1.0
855,{name},'Yoonsuck Choe',{year},sum,pubcount,decreasing,1.0
856,{name},'Y-Lan Boureau',{year},sum,pubcount,decreasing,1.0
857,{name},'Jennifer Golbeck',{year},sum,pubcount,decreasing,1.0
858,{name},'Zhirong Yang',{year},sum,pubcount,increasing,0.74999999999999989
859,{name},'Dilan G+\xa6r++r',{year},sum,pubcount,decreasing,1.0
860,{name},'Feng Pan',{year},sum,pubcount,increasing,1.0
861,{name},'Jingrui He',{year},sum,pubcount,decreasing,0.74999999999999978
862,{name},'Maria-Esther Vidal',{year},sum,pubcount,increasing,1.0
863,{name},'Paolo Frasconi',{year},sum,pubcount,increasing,0.74999999999999989
864,{name},'Satinder Singh',{year},sum,pubcount,increasing,1.0
865,{name},'Slobodan Vucetic',{year},sum,pubcount,increasing,0.75
866,{name},'Li Chen',{year},sum,pubcount,increasing,0.75
867,{name},'Guy Shani',{year},sum,pubcount,increasing,0.75
868,{name},'Paul Harrenstein',{year},sum,pubcount,decreasing,0.75
869,{name},'Hongjun Lu',{year},sum,pubcount,increasing,1.0
870,{name},'Sumit Ganguly',{year},sum,pubcount,decreasing,0.75
871,{name},'Dominic L+\xactourneau',{year},sum,pubcount,increasing,1.0
872,{name},'Jasmine Novak',{year},sum,pubcount,increasing,1.0
873,{name},'Mihaela A. Bornea',{year},sum,pubcount,decreasing,0.75
874,{name},'Vivek F. Farias',{year},sum,pubcount,increasing,1.0
875,{name},'Ricardo Silva',{year},sum,pubcount,increasing,0.74999999999999989
876,{name},'Sinisa Todorovic',{year},sum,pubcount,decreasing,1.0
877,{name},'Zhaonian Zou',{year},sum,pubcount,decreasing,1.0
878,{name},'Jiliang Tang',{year},sum,pubcount,decreasing,1.0
879,{name},'Jun Miyazaki',{year},sum,pubcount,increasing,1.0
880,{name},'Michael Schmidt',{year},sum,pubcount,increasing,0.79999999999999993
881,{name},'Ruihua Song',{year},sum,pubcount,increasing,1.0
882,{name},'Douglas Burdick',{year},sum,pubcount,decreasing,0.75
883,{name},'Gaurav Vijayvargiya',{year},sum,pubcount,increasing,1.0
884,{name},'Stefan B+\xa6ttcher',{year},sum,pubcount,increasing,1.0
885,{name},'Will Bridewell',{year},sum,pubcount,increasing,0.74999999999999989
886,{name},'Ming-Hsuan Yang',{year},sum,pubcount,decreasing,1.0
887,{name},'Romain Colle',{year},sum,pubcount,increasing,0.75
888,{name},'Fabian Hadiji',{year},sum,pubcount,decreasing,1.0
889,{name},'St+\xacphane Ross',{year},sum,pubcount,increasing,0.75000000000000011
890,{name},'David Balduzzi',{year},sum,pubcount,increasing,0.74999999999999989
891,{name},'Sanmay Das',{year},sum,pubcount,decreasing,0.75
892,{name},'Anwitaman Datta',{year},sum,pubcount,increasing,0.74999999999999989
893,{name},'Stefanie Scherzinger',{year},sum,pubcount,increasing,1.0
894,{name},'Knot Pipatsrisawat',{year},sum,pubcount,decreasing,1.0
895,{name},'Mikkel N. Schmidt',{year},sum,pubcount,increasing,1.0
896,{name},'Felix A. Wichmann',{year},sum,pubcount,increasing,1.0
897,{name},'Federico Cavalieri',{year},sum,pubcount,decreasing,1.0
898,{name},'Nathan Schurr',{year},sum,pubcount,decreasing,1.0
899,{name},'Ioannis Tsamardinos',{year},sum,pubcount,increasing,0.74999999999999989
900,{name},'Zhe Wu',{year},sum,pubcount,increasing,0.74999999999999989
901,{name},'Bal+\xedzs K+\xacgl',{year},sum,pubcount,decreasing,0.80000000000000016
902,{name},'Ramana Yerneni',{year},sum,pubcount,decreasing,1.0
903,{name},'Vivian Chu',{year},sum,pubcount,decreasing,1.0
904,{name},'Sebastian Gerwinn',{year},sum,pubcount,decreasing,1.0
905,{name},'Christoph Pinkel',{year},sum,pubcount,decreasing,1.0
906,{name},'Alan C. Schultz',{year},sum,pubcount,increasing,0.74999999999999989
907,{name},'Hiroshi Sawada',{year},sum,pubcount,decreasing,0.74999999999999989
908,{name},'Alex Rasin',{year},sum,pubcount,increasing,1.0
909,{name},'Rodolphe Jenatton',{year},sum,pubcount,decreasing,1.0
910,{name},'Pinar T+\xa6z++n',{year},sum,pubcount,decreasing,1.0
911,{name},'Samuel Barrett',{year},sum,pubcount,decreasing,0.75
912,{name},'Kalyan Moy Gupta',{year},sum,pubcount,decreasing,1.0
913,{name},'Brett Browning',{year},sum,pubcount,decreasing,1.0
914,{name},'Jiang Su',{year},sum,pubcount,increasing,0.74999999999999989
915,{name},'Ning Chen',{year},sum,pubcount,decreasing,0.74999999999999989
916,{name},'Xiaohui Gu',{year},sum,pubcount,increasing,1.0
917,{name},'Simon Lacoste-Julien',{year},sum,pubcount,decreasing,0.75
918,{name},'Tal Beja',{year},sum,pubcount,decreasing,1.0
919,{name},'Makoto Onizuka',{year},sum,pubcount,decreasing,0.74999999999999989
920,{name},'Shuo Xiang',{year},sum,pubcount,decreasing,1.0
921,{name},'Rimma V. Nehme',{year},sum,pubcount,increasing,0.83999999999999986
922,{name},'Mehmet Ercan Nergiz',{year},sum,pubcount,decreasing,1.0
923,{name},'Jing Zhang 0001',{year},sum,pubcount,decreasing,1.0
924,{name},'Jie Zhou',{year},sum,pubcount,increasing,1.0
925,{name},'Konstantinos Krikellas',{year},sum,pubcount,decreasing,1.0
926,{name},'Zhixiang Eddie Xu',{year},sum,pubcount,decreasing,1.0
927,{name},'Klaus Berberich',{year},sum,pubcount,decreasing,1.0
928,{name},'Jonathan D. Cohen',{year},sum,pubcount,decreasing,1.0
929,{name},'Thomas Behr',{year},sum,pubcount,increasing,0.74999999999999989
930,{name},'Hilbert J. Kappen',{year},sum,pubcount,increasing,0.74999999999999989
931,{name},'Franz F+\xf1rber',{year},sum,pubcount,decreasing,0.74999999999999989
932,{name},'Lei Tang',{year},sum,pubcount,increasing,1.0
933,{name},'Michael van Lent',{year},sum,pubcount,decreasing,1.0
934,{name},'Salah Rifai',{year},sum,pubcount,decreasing,1.0
935,{name},'Animashree Anandkumar',{year},sum,pubcount,decreasing,0.75
936,{name},'Tyler Lu',{year},sum,pubcount,decreasing,1.0
937,{name},'Kristen LeFevre',{year},sum,pubcount,decreasing,0.80000000000000016
938,{name},'Brian Tanner',{year},sum,pubcount,increasing,1.0
939,{name},'Sen Wu',{year},sum,pubcount,decreasing,1.0
940,{name},'Michael Freed',{year},sum,pubcount,increasing,1.0
941,{name},'Albert Bifet',{year},sum,pubcount,decreasing,0.75
942,{name},'Huajun Chen',{year},sum,pubcount,increasing,0.74999999999999989
943,{name},'Olivier Delalleau',{year},sum,pubcount,increasing,1.0
944,{name},'Alan Jern',{year},sum,pubcount,increasing,1.0
945,{name},'Stefanie Jegelka',{year},sum,pubcount,decreasing,0.75
946,{name},'Florentin W+\xa6rg+\xa6tter',{year},sum,pubcount,increasing,1.0
947,{name},'Stratis Viglas',{year},sum,pubcount,decreasing,0.80000000000000004
948,{name},'Luc Segoufin',{year},sum,pubcount,decreasing,0.80000000000000016
949,{name},'Gregor Hackenbroich',{year},sum,pubcount,decreasing,0.75
950,{name},'Yannis Theodoridis',{year},sum,pubcount,decreasing,0.80000000000000016
951,{name},'Ismail Ari',{year},sum,pubcount,increasing,1.0
952,{name},'Michael E. Houle',{year},sum,pubcount,decreasing,1.0
953,{name},'C. Mohan',{year},sum,pubcount,increasing,1.0
954,{name},'Bruce W. Porter',{year},sum,pubcount,increasing,1.0
955,{name},'Felix Sch++rmann',{year},sum,pubcount,increasing,1.0
956,{name},'Wei Ding 0003',{year},sum,pubcount,increasing,0.74999999999999989
957,{name},'Marc G. Bellemare',{year},sum,pubcount,increasing,1.0
958,{name},'Marina Meila',{year},sum,pubcount,increasing,1.0
959,{name},'Vincent Schickel-Zuber',{year},sum,pubcount,decreasing,0.75
960,{name},'Pinghua Gong',{year},sum,pubcount,increasing,1.0
961,{name},'St+\xacphan Cl+\xacmen+\xbaon',{year},sum,pubcount,increasing,0.75
962,{name},'Polina Golland',{year},sum,pubcount,decreasing,0.75
963,{name},'Robert F. Murphy',{year},sum,pubcount,decreasing,1.0
964,{name},'Roberto Esposito',{year},sum,pubcount,decreasing,1.0
965,{name},'Ravi Janardan',{year},sum,pubcount,decreasing,1.0
966,{name},'Ouri Wolfson',{year},sum,pubcount,increasing,0.74999999999999989
967,{name},'Leonidas Galanis',{year},sum,pubcount,increasing,0.75
968,{name},'Thomas Baby',{year},sum,pubcount,decreasing,1.0
969,{name},'Olivier Biton',{year},sum,pubcount,increasing,1.0
970,{name},'James Fogarty',{year},sum,pubcount,increasing,1.0
971,{name},'Alessandro Bozzon',{year},sum,pubcount,decreasing,1.0
972,{name},'Patrick Martin',{year},sum,pubcount,increasing,0.74999999999999989
973,{name},'Jeff M. Phillips',{year},sum,pubcount,increasing,1.0
974,{name},'Haofen Wang',{year},sum,pubcount,increasing,1.0
975,{name},'Dmitry Lizorkin',{year},sum,pubcount,decreasing,1.0
976,{name},'Robert C. Miller',{year},sum,pubcount,increasing,1.0
977,{name},'Lu An Tang',{year},sum,pubcount,increasing,1.0
978,{name},'Nick Roussopoulos',{year},sum,pubcount,decreasing,1.0
979,{name},'Ye Wang',{year},sum,pubcount,increasing,0.74999999999999989
980,{name},'Lei Zhang 0016',{year},sum,pubcount,increasing,1.0
981,{name},'Kuang Chen',{year},sum,pubcount,decreasing,0.75
982,{name},'Dawei Yin',{year},sum,pubcount,increasing,1.0
983,{name},'Carles Sierra',{year},sum,pubcount,increasing,1.0
984,{name},'George Beskales',{year},sum,pubcount,decreasing,0.75
985,{name},'Wenyuan Yu',{year},sum,pubcount,increasing,0.74999999999999989
986,{name},'Brian D. Ziebart',{year},sum,pubcount,decreasing,0.75
987,{name},'Michael Hay',{year},sum,pubcount,decreasing,0.89090909090909098
988,{name},'Alon Orlitsky',{year},sum,pubcount,increasing,0.74999999999999989
989,{name},'Robert Fink',{year},sum,pubcount,decreasing,0.75
990,{name},'Sethuraman Panchanathan',{year},sum,pubcount,decreasing,0.74999999999999989
991,{name},'Khuzaima Daudjee',{year},sum,pubcount,increasing,0.74999999999999989
992,{name},'Piyush Rai',{year},sum,pubcount,decreasing,0.80000000000000016
993,{name},'Fabio Pinelli',{year},sum,pubcount,decreasing,0.74999999999999989
994,{name},'Larry S. Davis',{year},sum,pubcount,increasing,1.0
995,{name},'Ivan Serina',{year},sum,pubcount,increasing,1.0
996,{name},'Moshe Kam',{year},sum,pubcount,increasing,1.0
997,{name},'Runa Bhaumik',{year},sum,pubcount,decreasing,1.0
998,{name},'Steve Herbert',{year},sum,pubcount,decreasing,1.0
999,{name},'Cheng Jin',{year},sum,pubcount,decreasing,1.0
1000,{name},'Matthew Kitching',{year},sum,pubcount,increasing,1.0
1001,{name},'Xiaoou Tang',{year},sum,pubcount,decreasing,0.74999999999999989
1002,{name},'Shigeo Sugimoto',{year},sum,pubcount,increasing,1.0
1003,{name},'Dinh Q. Phung',{year},sum,pubcount,increasing,0.79999999999999993
1004,{name},'Paul Weng',{year},sum,pubcount,decreasing,1.0
1005,{name},'Wei-bang Chen',{year},sum,pubcount,decreasing,1.0
1006,{name},'Yuri Grinberg',{year},sum,pubcount,decreasing,1.0
1007,{name},'Mohamed Sarwat',{year},sum,pubcount,increasing,1.0
1008,{name},'Morgan Quigley',{year},sum,pubcount,increasing,1.0
1009,{name},'Ofer Meshi',{year},sum,pubcount,decreasing,1.0
1010,{name},'Bahman Bahmani',{year},sum,pubcount,increasing,1.0
1011,{name},'Chris Pal',{year},sum,pubcount,decreasing,1.0
1012,{name},'Wei Shen',{year},sum,pubcount,decreasing,1.0
1013,{name},'Wenliang Du',{year},sum,pubcount,decreasing,1.0
1014,{name},'Pekka Kostamaa',{year},sum,pubcount,decreasing,1.0
1015,{name},'Dmytro Korzhyk',{year},sum,pubcount,increasing,1.0
1016,{name},'Kristi Morton',{year},sum,pubcount,decreasing,0.75
1017,{name},'Changkyu Kim',{year},sum,pubcount,decreasing,0.74999999999999989
1018,{name},'N. Jeremy Hill',{year},sum,pubcount,decreasing,0.75
1019,{name},'Dayu Yuan',{year},sum,pubcount,decreasing,1.0
1020,{name},'Dharmendra S. Modha',{year},sum,pubcount,decreasing,1.0
1021,{name},'Jos+\xac Hern+\xedndez-Orallo',{year},sum,pubcount,decreasing,1.0
1022,{name},'Ioannis Koltsidas',{year},sum,pubcount,increasing,1.0
1023,{name},'Jun Liu',{year},sum,pubcount,increasing,0.85263157894736852
1024,{name},'Yunfei Jiang',{year},sum,pubcount,increasing,1.0
1025,{name},'Hariharan Narayanan',{year},sum,pubcount,decreasing,1.0
1026,{name},'Vahab S. Mirrokni',{year},sum,pubcount,decreasing,1.0
1027,{name},'Mehdi Dastani',{year},sum,pubcount,increasing,0.75
1028,{name},'Minlie Huang',{year},sum,pubcount,increasing,1.0
1029,{name},'Roshan Sumbaly',{year},sum,pubcount,increasing,1.0
1030,{name},'Jean Ponce',{year},sum,pubcount,decreasing,1.0
1031,{name},'S. Derin Babacan',{year},sum,pubcount,increasing,1.0
1032,{name},'Kin-Hong Lee',{year},sum,pubcount,decreasing,1.0
1033,{name},'Pranjal Awasthi',{year},sum,pubcount,increasing,1.0
1034,{name},'Yueting Zhuang',{year},sum,pubcount,increasing,1.0
1035,{name},'Tao Qin',{year},sum,pubcount,increasing,0.74999999999999989
1036,{name},'Guillem Rull',{year},sum,pubcount,decreasing,1.0
1037,{name},'Dongryeol Lee',{year},sum,pubcount,increasing,0.74999999999999989
1038,{name},'Leong Hou U',{year},sum,pubcount,decreasing,1.0
1039,{name},'Sergey Kirshner',{year},sum,pubcount,increasing,0.74999999999999989
1040,{name},'David Lo',{year},sum,pubcount,decreasing,0.75
1041,{name},'M. Narasimha Murty',{year},sum,pubcount,decreasing,1.0
1042,{name},'Drew Bagnell',{year},sum,pubcount,increasing,0.74999999999999989
1043,{name},'Shaowei Cai',{year},sum,pubcount,increasing,0.74999999999999989
1044,{name},'Micha+\xbdl Thomazo',{year},sum,pubcount,increasing,1.0
1045,{name},'Tao Tao',{year},sum,pubcount,increasing,0.74999999999999989
1046,{name},'Gang Wang',{year},sum,pubcount,decreasing,0.74999999999999989
1047,{name},'Kian Ming Adam Chai',{year},sum,pubcount,decreasing,1.0
1048,{name},'Charles X. Ling',{year},sum,pubcount,increasing,0.90000000000000002
1049,{name},'Victor Gabillon',{year},sum,pubcount,decreasing,1.0
1050,{name},'Nate Derbinsky',{year},sum,pubcount,increasing,1.0
1051,{name},'Guang Dai',{year},sum,pubcount,increasing,1.0
1052,{name},'Juan A. Rodr+\xa1guez-Aguilar',{year},sum,pubcount,increasing,0.75
1053,{name},'Rachel Greenstadt',{year},sum,pubcount,decreasing,1.0
1054,{name},'Venky Harinarayan',{year},sum,pubcount,decreasing,1.0
1055,{name},'Diego Figueira',{year},sum,pubcount,increasing,0.74999999999999989
1056,{name},'Min Zhang',{year},sum,pubcount,increasing,1.0
1057,{name},'Debprakash Patnaik',{year},sum,pubcount,decreasing,1.0
1058,{name},'Miroslaw Truszczynski',{year},sum,pubcount,increasing,0.75000000000000011
1059,{name},'Katsumi Tanaka',{year},sum,pubcount,increasing,1.0
1060,{name},'Markus Weimer',{year},sum,pubcount,decreasing,1.0
1061,{name},'Jian Guo 0002',{year},sum,pubcount,increasing,1.0
1062,{name},'Philipp Berens',{year},sum,pubcount,decreasing,1.0
1063,{name},'Miguel Branco',{year},sum,pubcount,increasing,1.0
1064,{name},'Anil K. Goel',{year},sum,pubcount,increasing,1.0
1065,{name},'Ken Higuchi',{year},sum,pubcount,increasing,1.0
1066,{name},'Benjamin Kaufmann',{year},sum,pubcount,decreasing,1.0
1067,{name},none,{year},sum,pubcount,linear,5.515885335817034
1068,{pubkey},none,{year},sum,pubcount,linear,0.0
1069,"{name,pubkey}",:'Jayant R. Haritsa': 'journals/pvldb',{year},sum,pubcount,increasing,1.0
1070,"{name,pubkey}",:'S. V. N. Vishwanathan': 'conf/kdd',{year},sum,pubcount,decreasing,1.0
1071,"{name,pubkey}",:'Meihui Zhang': 'conf/sigmod',{year},sum,pubcount,decreasing,1.0
1072,"{name,pubkey}",:'Hao Ma': 'conf/aaai',{year},sum,pubcount,decreasing,1.0
1073,"{name,pubkey}",:'Clement T. Yu': 'conf/icde',{year},sum,pubcount,increasing,0.75
1074,"{name,pubkey}",:'Ada Wai-Chee Fu': 'journals/vldb',{year},sum,pubcount,decreasing,0.74999999999999989
1075,"{name,pubkey}",:'Dan Suciu': 'conf/vldb',{year},sum,pubcount,increasing,0.75
1076,"{name,pubkey}",:'Jinsoo Lee': 'conf/sigmod',{year},sum,pubcount,decreasing,0.75
1077,"{name,pubkey}",:'Vikas C. Raykar': 'conf/icml',{year},sum,pubcount,decreasing,1.0
1078,"{name,pubkey}",:'Jan Peters': 'conf/nips',{year},sum,pubcount,increasing,1.0
1079,"{name,pubkey}",:'Kostas Stefanidis': 'conf/icde',{year},sum,pubcount,decreasing,1.0
1080,"{name,pubkey}",:'Jun Zhao': 'conf/ijcai',{year},sum,pubcount,decreasing,1.0
1081,"{name,pubkey}",:'Andrzej Cichocki': 'conf/nips',{year},sum,pubcount,decreasing,1.0
1082,"{name,pubkey}",:'David A. Knowles': 'conf/icml',{year},sum,pubcount,increasing,1.0
1083,"{name,pubkey}",:'Baihua Zheng': 'journals/vldb',{year},sum,pubcount,decreasing,0.74999999999999989
1084,"{name,pubkey}",:'Alexandre Lacasse': 'conf/nips',{year},sum,pubcount,increasing,1.0
1085,"{name,pubkey}",:'Mourad Ouzzani': 'conf/sigmod',{year},sum,pubcount,decreasing,0.75
1086,"{name,pubkey}",:'Yang Liu': 'conf/aaai',{year},sum,pubcount,decreasing,0.75
1087,"{name,pubkey}",:'Kenneth A. Ross': 'journals/pvldb',{year},sum,pubcount,increasing,0.74999999999999989
1088,"{name,pubkey}",:'Akrivi Vlachou': 'journals/pvldb',{year},sum,pubcount,decreasing,1.0
1089,"{name,pubkey}",:'Sudipto Das': 'conf/sigmod',{year},sum,pubcount,increasing,1.0
1090,"{name,pubkey}",:'Hua Wang': 'conf/aaai',{year},sum,pubcount,decreasing,1.0
1091,"{name,pubkey}",:'Longbing Cao': 'conf/ijcai',{year},sum,pubcount,increasing,1.0
1092,"{name,pubkey}",:'Shijie Zhang': 'conf/icde',{year},sum,pubcount,increasing,1.0
1093,"{name,pubkey}",:'Laks V. S. Lakshmanan': 'journals/pvldb',{year},sum,pubcount,decreasing,0.75
1094,"{name,pubkey}",:'Alon Altman': 'conf/ijcai',{year},sum,pubcount,decreasing,0.75
1095,"{name,pubkey}",:'AnHai Doan': 'conf/vldb',{year},sum,pubcount,decreasing,1.0
1096,"{name,pubkey}",:'Olivier Buffet': 'conf/ijcai',{year},sum,pubcount,decreasing,0.75
1097,"{name,pubkey}",:'Valentin Robu': 'conf/ijcai',{year},sum,pubcount,increasing,1.0
1098,"{name,pubkey}",:'Ravindra Guravannavar': 'conf/icde',{year},sum,pubcount,decreasing,1.0
1099,"{name,pubkey}",:'Ting Wang': 'conf/icde',{year},sum,pubcount,decreasing,0.75
1100,"{name,pubkey}",:'Yufei Tao': 'conf/pods',{year},sum,pubcount,decreasing,0.75
1101,"{name,pubkey}",:'Stefan Edelkamp': 'conf/aaai',{year},sum,pubcount,decreasing,0.80000000000000016
1102,"{name,pubkey}",:'Tatsuo Tsuji': 'conf/icde',{year},sum,pubcount,increasing,1.0
1103,"{name,pubkey}",:'Furu Wei': 'conf/aaai',{year},sum,pubcount,increasing,0.74999999999999989
1104,"{name,pubkey}",:'Nicolas Le Roux': 'conf/nips',{year},sum,pubcount,increasing,0.74999999999999989
1105,"{name,pubkey}",:'Alban Grastien': 'conf/ijcai',{year},sum,pubcount,decreasing,1.0
1106,"{name,pubkey}",:'Shivakumar Vaithyanathan': 'conf/icde',{year},sum,pubcount,decreasing,1.0
1107,"{name,pubkey}",:'Cassio Polpo de Campos': 'conf/ijcai',{year},sum,pubcount,decreasing,1.0
1108,"{name,pubkey}",:'Michael Freed': 'conf/aaai',{year},sum,pubcount,increasing,1.0
1109,"{name,pubkey}",:'Yu Zhang': 'conf/aaai',{year},sum,pubcount,decreasing,0.75
1110,"{name,pubkey}",:'Bo An': 'conf/aaai',{year},sum,pubcount,increasing,1.0
1111,"{name,pubkey}",:'Zheng Zhao': 'conf/kdd',{year},sum,pubcount,decreasing,1.0
1112,"{name,pubkey}",:'Shigeo Sugimoto': 'conf/icde',{year},sum,pubcount,increasing,1.0
1113,"{name,pubkey}",:'Michael van Lent': 'conf/aaai',{year},sum,pubcount,decreasing,1.0
1114,"{name,pubkey}",:'Yufei Tao': 'journals/pvldb',{year},sum,pubcount,decreasing,0.75
1115,"{name,pubkey}",:'Guido Moerkotte': 'conf/vldb',{year},sum,pubcount,increasing,1.0
1116,"{name,pubkey}",:'Ulrike von Luxburg': 'conf/icml',{year},sum,pubcount,decreasing,1.0
1117,"{name,pubkey}",:'Surajit Chaudhuri': 'conf/vldb',{year},sum,pubcount,decreasing,1.0
1118,"{name,pubkey}",:'Amos J. Storkey': 'conf/icml',{year},sum,pubcount,decreasing,1.0
